gid,player,team,details,pstat,gstat
4021,WC-0200,NYJ,Knee,Limited Participation in Practice,Probable
4021,TR-0175,NYJ,Finger,Full Participation in Practice,Probable
4021,SB-0900,NYJ,Knee,Full Participation in Practice,Probable
4022,CJ-0900,NYG,Hamstring,Full Participation in Practice,Probable
4022,JB-5775,NYG,Knee,Limited Participation in Practice,Probable
4022,JB-2000,NYG,Knee,Full Participation in Practice,Probable
4022,GS-0400,NYG,Illness,Full Participation in Practice,Probable
4022,DF-0500,NYG,Foot,Full Participation in Practice,Probable
4022,DR-2800,NYG,Concussion,Did Not Participate In Practice,Out
4022,MK-1700,NYG,Knee,Did Not Participate In Practice,Out
4022,RA-1500,NYG,Hamstring,Limited Participation in Practice,Questionable
4022,VC-0300,NYG,Calf,Did Not Participate In Practice,Out
4022,OO-0200,NYG,Foot,Did Not Participate In Practice,Out
4022,EF-0075,NYG,Ankle,Did Not Participate In Practice,Doubtful
4022,JC-6025,NYG,Knee,Did Not Participate In Practice,Out
4022,MS-3450,WAS,,Did Not Participate In Practice,
4022,DJ-0200,WAS,Hamstring,Did Not Participate In Practice,Out
4022,DH-0700,WAS,Rib,Full Participation in Practice,Probable
4022,JH-2800,WAS,,Full Participation in Practice,
4022,CB-0200,WAS,,Full Participation in Practice,
4022,SL-0300,WAS,Calf,Full Participation in Practice,Probable
4022,PR-0200,WAS,Calf,Did Not Participate In Practice,Questionable
4022,TC-2350,WAS,Calf,Limited Participation in Practice,Questionable
4022,TK-0800,WAS,Rib,Full Participation in Practice,Probable
4022,MM-5450,WAS,Knee,Full Participation in Practice,Probable
4022,KL-1000,WAS,Finger,Full Participation in Practice,Probable
4022,JR-3100,WAS,Foot,Did Not Participate In Practice,Out
4023,BR-0200,ATL,Groin,Limited Participation in Practice,Out
4023,DH-2700,ATL,Toe,Did Not Participate In Practice,Out
4023,JJ-4700,ATL,Hamstring,Full Participation in Practice,Probable
4023,JD-3300,ATL,Foot,Full Participation in Practice,Probable
4023,PS-0600,ATL,Knee,Full Participation in Practice,Probable
4023,PW-1400,ATL,Calf,Full Participation in Practice,Probable
4023,MG-0950,ATL,Elbow,Full Participation in Practice,Probable
4023,KB-1100,ATL,Not Injury Related,Full Participation in Practice,Probable
4023,TC-2050,ATL,Ribs,Did Not Participate In Practice,Out
4023,JM-5000,DAL,Concussion,Did Not Participate In Practice,Out
4023,JW-6000,DAL,Ankle,Full Participation in Practice,Probable
4023,KW-0960,DAL,Hamstring,Full Participation in Practice,Probable
4023,RL-0350,DAL,Groin,Limited Participation in Practice,Questionable
4023,JH-0860,DAL,Knee,Full Participation in Practice,Probable
4023,DB-5300,DAL,Foot,Did Not Participate In Practice,Out
4023,RG-1825,DAL,Ankle,Did Not Participate In Practice,Out
4023,RR-1450,DAL,Groin,Full Participation in Practice,Probable
4024,BW-0920,IND,Not Injury Related,Full Participation in Practice,Probable
4024,DA-0850,IND,Ankle,Did Not Participate In Practice,Out
4024,DB-6100,IND,Hip,Did Not Participate In Practice,Out
4024,AJ-0900,IND,Not Injury Related,Full Participation in Practice,Probable
4024,GT-0300,IND,Neck,Limited Participation in Practice,Out
4024,DJ-0500,IND,Not Injury Related,Full Participation in Practice,Probable
4024,LL-1200,IND,Shoulder,Full Participation in Practice,Probable
4024,JN-1350,IND,Hamstring,Full Participation in Practice,Probable
4024,VD-0200,IND,Concussion,Full Participation in Practice,Questionable
4024,TC-2000,IND,Knee,Did Not Participate In Practice,Questionable
4024,SP-1750,IND,Ankle,Did Not Participate In Practice,Questionable
4024,RM-1400,IND,Achilles,Limited Participation in Practice,Probable
4024,MH-3650,TEN,Hamstring,Full Participation in Practice,Probable
4024,ZB-0400,TEN,Illness,Full Participation in Practice,Probable
4024,SH-1000,TEN,Knee,Did Not Participate In Practice,Out
4024,AA-1350,TEN,Hamstring,Full Participation in Practice,Probable
4024,CW-0650,TEN,Knee,Did Not Participate In Practice,Out
4024,JM-2800,TEN,Groin,Full Participation in Practice,Questionable
4024,DW-0500,TEN,Hand,Full Participation in Practice,Probable
4024,DM-3600,TEN,Back,Limited Participation in Practice,Probable
4024,CR-0875,TEN,Knee,Did Not Participate In Practice,Out
4025,BM-2850,CLE,Knee,Full Participation in Practice,Probable
4025,DB-5200,CLE,Shoulder,Did Not Participate In Practice,Questionable
4025,JG-1250,CLE,Hamstring,Limited Participation in Practice,Questionable
4025,JM-2900,CLE,Concussion,Full Participation in Practice,Probable
4025,JM-0850,CLE,Right Elbow,Full Participation in Practice,Probable
4025,RT-1950,CLE,Ankle,Out (Definitely Will Not Play),Out
4025,RS-2800,CLE,,Full Participation in Practice,
4025,SS-2350,CLE,Ankle,Out (Definitely Will Not Play),Out
4025,KW-1550,CLE,Concussion,Out (Definitely Will Not Play),Out
4025,JT-1600,CLE,,Full Participation in Practice,
4025,MS-0550,CLE,Thumb,Full Participation in Practice,Probable
4025,BM-0750,OAK,Knee,Did Not Participate In Practice,Out
4025,CW-3700,OAK,Shoulder,Full Participation in Practice,Probable
4025,JE-0450,OAK,Ankle,Did Not Participate In Practice,Out
4025,JO-0550,OAK,Ankle,Limited Participation in Practice,Questionable
4025,JT-3800,OAK,Knee,Full Participation in Practice,Probable
4026,TW-0145,BAL,Thigh,Limited Participation in Practice,Questionable
4026,LT-0050,BAL,Foot,Limited Participation in Practice,Questionable
4026,BP-0450,BAL,Knee,Limited Participation in Practice,Out
4026,WH-0750,BAL,Knee,Did Not Participate In Practice,Probable
4026,EM-1300,BAL,Concussion,Did Not Participate In Practice,Out
4026,CC-0500,BAL,Calf,Did Not Participate In Practice,Out
4026,CM-3250,BAL,Not Injury Related,Full Participation in Practice,Probable
4026,LH-0300,CIN,,Limited Participation in Practice,
4026,WG-0600,CIN,Thigh,Full Participation in Practice,Probable
4026,PS-0300,CIN,Hip,Did Not Participate In Practice,Out
4026,RN-0300,CIN,Groin,Full Participation in Practice,Probable
4026,AG-1500,CIN,Knee,Full Participation in Practice,Probable
4026,AW-1100,CIN,Back,Full Participation in Practice,Probable
4026,AS-2000,CIN,Buttocks,Full Participation in Practice,Probable
4026,MH-0850,CIN,Knee,Limited Participation in Practice,Doubtful
4027,SM-0500,JAC,Knee,Limited Participation in Practice,Doubtful
4027,TG-0600,JAC,Abdomen,Full Participation in Practice,Probable
4027,JT-2000,JAC,Hand,Limited Participation in Practice,Out
4027,LJ-0750,JAC,Ankle,Did Not Participate In Practice,Questionable
4027,ML-0650,JAC,Hamstring,Full Participation in Practice,Probable
4027,DG-2450,JAC,Ankle,Did Not Participate In Practice,Out
4027,DR-2250,JAC,Knee,Did Not Participate In Practice,Doubtful
4027,JC-6400,JAC,Calf,Limited Participation in Practice,Questionable
4027,AH-3900,JAC,Thigh,Limited Participation in Practice,Probable
4027,AB-2730,JAC,Knee,Did Not Participate In Practice,Out
4027,BL-1150,JAC,Knee,Did Not Participate In Practice,Questionable
4027,DE-0050,NE,Hip,Limited Participation in Practice,Questionable
4027,DH-2950,NE,Shoulder,Full Participation in Practice,Probable
4027,RW-1600,NE,Illness,Did Not Participate In Practice,Out
4027,LR-0600,NE,Shoulder,Full Participation in Practice,Probable
4027,TF-0750,NE,Knee,Full Participation in Practice,Probable
4028,DW-3450,CAR,Knee,Did Not Participate In Practice,Out
4028,LK-0600,CAR,Concussion,Did Not Participate In Practice,Doubtful
4028,KL-1400,CAR,Knee,Full Participation in Practice,Probable
4028,JS-6700,CAR,Knee,Limited Participation in Practice,Questionable
4028,TT-1850,CAR,Knee,Full Participation in Practice,Probable
4028,WH-0850,CAR,Shoulder,Full Participation in Practice,Probable
4028,RB-3100,CAR,Shoulder,Full Participation in Practice,Probable
4028,RH-0700,CAR,Not Injury Related,Full Participation in Practice,Probable
4028,SL-0950,CAR,Ankle,Full Participation in Practice,Probable
4028,JC-5400,CAR,Ankle,Did Not Participate In Practice,Out
4028,FW-0750,CAR,Shoulder,Limited Participation in Practice,Questionable
4028,CJ-1300,CAR,Hamstring,Limited Participation in Practice,Questionable
4028,KL-0600,NO,Hip,Limited Participation in Practice,Questionable
4028,DE-0600,NO,Toe,Limited Participation in Practice,Questionable
4028,JB-8800,NO,Knee,Did Not Participate In Practice,Out
4028,JE-1000,NO,Knee,Did Not Participate In Practice,Out
4028,DB-3800,NO,Right Shoulder,Did Not Participate In Practice,Out
4028,BC-2325,NO,Ankle,Full Participation in Practice,Probable
4029,DS-3031,NYJ,Ribs,Full Participation in Practice,Probable
4029,LM-0550,NYJ,Concussion,Full Participation in Practice,Probable
4029,WC-0200,NYJ,Knee,Limited Participation in Practice,Questionable
4029,TR-0175,NYJ,Finger,Did Not Participate In Practice,Out
4029,SB-0900,NYJ,Knee,Full Participation in Practice,Probable
4029,DR-1100,NYJ,Groin,Limited Participation in Practice,Questionable
4029,DW-0700,NYJ,Hamstring,Did Not Participate In Practice,Doubtful
4029,ED-0200,NYJ,Knee,Did Not Participate In Practice,Questionable
4029,GS-1050,NYJ,Jaw,Full Participation in Practice,Probable
4029,JC-1000,NYJ,Back,Limited Participation in Practice,Probable
4029,JJ-1100,NYJ,Shoulder,Full Participation in Practice,Probable
4029,CI-0300,NYJ,Quadricep,Limited Participation in Practice,Questionable
4029,CO-1300,NYJ,Knee,Did Not Participate In Practice,Out
4029,BG-0500,NYJ,Biceps,Full Participation in Practice,Probable
4029,AC-2400,NYJ,Knee,Full Participation in Practice,Probable
4029,KA-0750,PHI,Knee,Did Not Participate In Practice,Out
4029,MK-0730,PHI,Hamstring,Did Not Participate In Practice,Out
4029,SA-0500,PHI,Elbow,Full Participation in Practice,Probable
4029,TH-0825,PHI,Shoulder,Did Not Participate In Practice,Out
4029,TB-3950,PHI,Shoulder,Full Participation in Practice,Probable
4029,FC-0400,PHI,Groin,Full Participation in Practice,Probable
4029,DM-4300,PHI,Hamstring,Full Participation in Practice,Questionable
4029,CM-0200,PHI,Hip,Full Participation in Practice,Probable
4029,CT-1300,PHI,Hand,Did Not Participate In Practice,Out
4030,XS-0100,HOU,Calf,Limited Participation in Practice,Questionable
4030,MM-4000,HOU,Calf,Did Not Participate In Practice,Out
4030,LB-0150,HOU,Knee,Did Not Participate In Practice,Out
4030,DH-3950,HOU,Concussion,Full Participation in Practice,Probable
4030,DN-0700,HOU,Elbow,Full Participation in Practice,Probable
4030,JA-0230,HOU,Knee,Did Not Participate In Practice,Out
4030,JG-3850,HOU,Knee,Limited Participation in Practice,Questionable
4030,AF-0900,HOU,Groin,Limited Participation in Practice,Out
4030,DB-4900,HOU,Hand,Did Not Participate In Practice,Out
4030,CC-1900,HOU,Knee,Full Participation in Practice,Probable
4030,CF-0375,HOU,Knee,Limited Participation in Practice,Questionable
4030,ES-1125,TB,Ankle,Did Not Participate In Practice,Doubtful
4030,DS-5150,TB,Shoulder,Full Participation in Practice,Questionable
4030,GM-0500,TB,Shoulder,Limited Participation in Practice,Questionable
4030,AS-0550,TB,Shoulder,Did Not Participate In Practice,Out
4030,TF-0150,TB,Shoulder,Full Participation in Practice,Questionable
4030,MW-3600,TB,Abdomen,Did Not Participate In Practice,Doubtful
4030,ME-0600,TB,Hamstring,Full Participation in Practice,Probable
4030,MJ-0900,TB,Hamstring,Full Participation in Practice,Questionable
4031,SS-2750,MIN,Knee,Full Participation in Practice,Probable
4031,BF-1500,MIN,Concussion,Full Participation in Practice,Questionable
4031,JV-0425,SD,Foot,Limited Participation in Practice,Questionable
4031,JT-3450,SD,Forearm,Did Not Participate In Practice,Out
4031,LG-0750,SD,Concussion,Limited Participation in Practice,Questionable
4031,TW-2650,SD,Foot,Did Not Participate In Practice,Out
4031,DF-1250,SD,Ankle,Limited Participation in Practice,Questionable
4031,JA-0280,SD,Ankle,Did Not Participate In Practice,Out
4031,JJ-3900,SD,Ankle,Did Not Participate In Practice,Out
4031,CH-0200,SD,Knee,Full Participation in Practice,Probable
4031,CW-1050,SD,Groin,Full Participation in Practice,Probable
4031,KE-0550,SD,Shoulder,Full Participation in Practice,Probable
4032,CH-3100,PIT,Elbow,Full Participation in Practice,Probable
4032,CA-0600,PIT,Knee,Limited Participation in Practice,Questionable
4032,DM-1475,PIT,Knee,Did Not Participate In Practice,Out
4032,WG-0500,PIT,Not Injury Related,Full Participation in Practice,Probable
4032,RS-0962,PIT,Shoulder,Did Not Participate In Practice,Out
4032,MW-1250,PIT,Chest,Full Participation in Practice,Probable
4032,CR-0750,STL,Knee,Did Not Participate In Practice,Probable
4032,JH-3230,STL,Illness,Did Not Participate In Practice,Probable
4032,ES-0800,STL,Knee,Did Not Participate In Practice,Probable
4032,TG-1950,STL,Knee,Full Participation in Practice,Questionable
4033,JN-0625,ARI,Shoulder,Did Not Participate In Practice,Out
4033,MI-0200,ARI,Knee,Limited Participation in Practice,Questionable
4033,LW-1600,ARI,Shoulder,Full Participation in Practice,Probable
4033,TJ-0950,ARI,Hamstring,Limited Participation in Practice,Probable
4033,AE-0750,ARI,Knee,Limited Participation in Practice,Doubtful
4033,AO-0370,ARI,Shoulder,Limited Participation in Practice,Probable
4033,DB-5450,ARI,Groin,Full Participation in Practice,Probable
4033,NB-0400,SF,Not Injury Related,Full Participation in Practice,Probable
4033,RB-4900,SF,Calf,Did Not Participate In Practice,Doubtful
4033,TS-2300,SF,Knee,Full Participation in Practice,Probable
4033,VM-0250,SF,Knee,Limited Participation in Practice,Questionable
4033,BB-1550,SF,Back,Full Participation in Practice,Probable
4033,CH-5000,SF,Quadricep,Full Participation in Practice,Probable
4033,BE-0350,SF,Ankle,Limited Participation in Practice,Questionable
4033,AB-2100,SF,Shoulder,Full Participation in Practice,Probable
4034,CS-0850,BUF,Right Hip,Full Participation in Practice,Probable
4034,DC-0500,BUF,Abdomen,Full Participation in Practice,Probable
4034,AW-1200,BUF,Neck,Did Not Participate In Practice,Out
4034,JH-5900,BUF,Wrist,Limited Participation in Practice,Probable
4034,TT-0500,BUF,Chest,Full Participation in Practice,Probable
4034,LM-1000,BUF,Hamstring,Limited Participation in Practice,Probable
4034,MG-1050,BUF,Ribs,Did Not Participate In Practice,Out
4034,ME-0100,BUF,Back,Limited Participation in Practice,Questionable
4034,PH-0400,BUF,Hip,Full Participation in Practice,Probable
4034,TS-3275,BUF,Knee,Limited Participation in Practice,Questionable
4034,EM-1200,MIA,Back,Limited Participation in Practice,Questionable
4034,DS-2170,MIA,Concussion,Did Not Participate In Practice,Doubtful
4034,JC-0400,MIA,Groin,Limited Participation in Practice,Questionable
4034,CW-0100,MIA,Hamstring,Full Participation in Practice,Probable
4034,BA-0200,MIA,Hamstring,Did Not Participate In Practice,Doubtful
4034,MP-2000,MIA,Elbow,Limited Participation in Practice,Probable
4034,LM-1150,MIA,Ankle,Limited Participation in Practice,Questionable
4034,RT-0150,MIA,Ankle,Limited Participation in Practice,Probable
4034,RJ-2000,MIA,Hamstring,Limited Participation in Practice,Probable
4035,AJ-0430,CHI,Hamstring,Did Not Participate In Practice,Out
4035,ER-0500,CHI,Back,Limited Participation in Practice,Questionable
4035,EF-0010,CHI,Knee,Limited Participation in Practice,Questionable
4035,JC-6200,CHI,Hamstring,Did Not Participate In Practice,Out
4035,JB-4550,CHI,Ankle,Did Not Participate In Practice,Doubtful
4035,PM-0500,CHI,Knee,Limited Participation in Practice,Questionable
4035,TP-2000,CHI,Hamstring,Limited Participation in Practice,Questionable
4035,MW-3250,CHI,Shoulder,Full Participation in Practice,Probable
4035,MS-2300,CHI,Thigh,Full Participation in Practice,Probable
4035,MF-1300,CHI,Knee,Limited Participation in Practice,Probable
4035,CW-2300,SEA,Thigh,Full Participation in Practice,Probable
4035,BW-0150,SEA,Ankle,Full Participation in Practice,Probable
4035,TS-1650,SEA,Toe,Did Not Participate In Practice,Out
4035,TJ-0300,SEA,Ankle,Full Participation in Practice,Probable
4035,ST-0350,SEA,Hip,Did Not Participate In Practice,Out
4035,ML-2500,SEA,Calf,Did Not Participate In Practice,Questionable
4035,MM-5200,SEA,Hamstring,Full Participation in Practice,Probable
4035,LW-1450,SEA,Back,Did Not Participate In Practice,Questionable
4035,MB-1900,SEA,Toe,Full Participation in Practice,Probable
4036,CA-0750,DEN,Ankle,Full Participation in Practice,Probable
4036,BM-0330,DEN,Finger,Full Participation in Practice,Probable
4036,AT-0100,DEN,Illness,Full Participation in Practice,Probable
4036,DS-4300,DEN,Groin,Full Participation in Practice,Probable
4036,PM-0200,DEN,Not Injury Related,Full Participation in Practice,Probable
4036,KW-0850,DEN,Ankle,Limited Participation in Practice,Doubtful
4036,LM-1020,DEN,Groin,Full Participation in Practice,Probable
4036,LV-0100,DEN,Knee,Full Participation in Practice,Probable
4036,KA-0950,DEN,Knee,Limited Participation in Practice,Questionable
4036,OB-0150,DEN,Foot,Limited Participation in Practice,Questionable
4036,MS-4100,DET,Ribs,Full Participation in Practice,Probable
